City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,Mayo,38.8876,-76.5119,60.91,52,0,10.0,US,2022-04-03 15:43:17
281,Igarka,67.4667,86.5833,-4.61,100,60,2.3,RU,2022-04-03 15:43:10
282,Mizdah,31.4451,12.9801,77.67,24,0,13.91,LY,2022-04-03 15:48:10
283,Sistranda,63.7256,8.834,33.76,61,100,16.15,NO,2022-04-03 15:48:10
284,Puerto Maldonado,-12.6,-69.1833,82.8,61,20,3.44,PE,2022-04-03 15:48:10
285,Cherskiy,68.75,161.3,-4.29,99,100,4.16,RU,2022-04-03 15:48:11
286,Sucre,-19.0333,-65.2627,64.9,57,64,7.81,BO,2022-04-03 15:48:11
287,Shahreza,32.0339,51.8794,69.37,14,1,0.98,IR,2022-04-03 15:48:11
288,Sereflikochisar,38.9393,33.5386,60.46,37,100,27.83,TR,2022-04-03 15:48:11
289,Kodinar,20.7903,70.7031,78.15,76,0,9.78,IN,2022-04-03 15:48:12
290,Pasinler,39.9803,41.6764,50.99,77,100,3.31,TR,2022-04-03 15:48:12
291,Lata,40.1629,-8.3327,57.81,23,13,12.12,PT,2022-04-03 15:48:12
292,Manokwari,-0.8667,134.0833,78.1,81,100,3.56,ID,2022-04-03 15:48:13
293,La Paz,-16.5,-68.15,53.58,66,75,2.3,BO,2022-04-03 15:45:20
294,Komsomolskiy,40.4272,71.7189,65.12,45,3,2.3,UZ,2022-04-03 15:43:42
295,Salinas,36.6777,-121.6555,52.32,85,100,4.61,US,2022-04-03 15:45:21
296,Mount Isa,-20.7333,139.5,67.77,37,1,0.0,AU,2022-04-03 15:48:13
297,Hamilton,39.1834,-84.5333,49.64,65,20,8.05,US,2022-04-03 15:45:11
298,Progreso,21.2833,-89.6667,88.09,51,0,7.52,MX,2022-04-03 15:48:14
299,Tual,-5.6667,132.75,82.26,67,26,6.04,ID,2022-04-03 15:48:14
300,Mae Hong Son,19.3003,97.9685,73.71,58,19,3.0,TH,2022-04-03 15:48:14
301,Zaozerne,45.1582,33.2787,47.34,84,98,11.12,UA,2022-04-03 15:48:14
302,San Rafael,-34.6177,-68.3301,61.11,25,5,11.97,AR,2022-04-03 15:48:01
303,Atambua,-9.1061,124.8925,71.78,88,71,3.4,ID,2022-04-03 15:48:15
304,Melo,-32.3667,-54.1833,66.13,88,100,10.74,UY,2022-04-03 15:48:15
305,Muslyumovo,55.3033,53.1947,39.27,100,100,9.19,RU,2022-04-03 15:48:15
306,Taoudenni,22.6783,-3.9836,103.8,6,0,24.56,ML,2022-04-03 15:48:16
307,Embu,-23.6489,-46.8522,78.12,92,46,6.33,BR,2022-04-03 15:43:59
308,Muroto,33.2833,134.15,55.47,75,99,11.72,JP,2022-04-03 15:48:16
309,Palora,-1.7,-77.9333,75.31,66,76,4.14,EC,2022-04-03 15:48:16
310,Anadyr,64.75,177.4833,-1.7,71,51,20.13,RU,2022-04-03 15:48:17
311,Tripoli,32.8752,13.1875,63.88,66,6,26.04,LY,2022-04-03 15:43:24
312,Lavrentiya,65.5833,-171.0,-13.54,94,30,10.51,RU,2022-04-03 15:47:37
313,Coquimbo,-29.9533,-71.3436,62.33,72,20,6.91,CL,2022-04-03 15:45:45
314,Oriximina,-1.7656,-55.8661,74.8,96,100,4.21,BR,2022-04-03 15:48:17
315,Wollongong,-34.4333,150.8833,62.26,79,67,7.96,AU,2022-04-03 15:47:59
316,Ancud,-41.8697,-73.8203,50.23,68,65,7.58,CL,2022-04-03 15:47:00
317,Fereydun Kenar,36.6864,52.5225,64.65,52,0,3.58,IR,2022-04-03 15:48:18
318,Nikki,9.9401,3.2108,103.03,15,88,3.4,BJ,2022-04-03 15:48:18
319,Chapais,49.7834,-74.8492,35.38,86,100,3.24,CA,2022-04-03 15:48:18
320,Dedougou,12.4667,-3.4667,103.35,17,100,5.01,BF,2022-04-03 15:48:19
321,Abu Kamal,34.4506,40.9171,79.81,20,100,10.45,SY,2022-04-03 15:48:19
322,Karwar,14.8,74.1333,80.38,78,94,8.5,IN,2022-04-03 15:48:19
323,Palasa,18.7667,84.4167,77.86,84,22,8.19,IN,2022-04-03 15:48:19
324,Okitipupa,6.5047,4.7839,89.24,55,85,9.71,NG,2022-04-03 15:48:20
325,Port Said,31.2565,32.2841,69.78,83,0,5.75,EG,2022-04-03 15:48:20
326,Deputatskiy,69.3,139.9,-18.85,99,41,2.46,RU,2022-04-03 15:48:20
327,Baghdad,33.3406,44.4009,91.31,12,0,4.61,IQ,2022-04-03 15:47:42
328,Buala,-8.145,159.5921,78.12,85,87,8.61,SB,2022-04-03 15:43:49
329,Ketchikan,55.3422,-131.6461,39.67,87,100,11.5,US,2022-04-03 15:48:21
330,Marawi,7.9986,124.2928,68.23,96,98,0.81,PH,2022-04-03 15:48:21
331,Havre-Saint-Pierre,50.2334,-63.5986,37.76,52,0,12.66,CA,2022-04-03 15:48:21
332,Praia Da Vitoria,38.7333,-27.0667,65.75,77,20,17.13,PT,2022-04-03 15:48:22
333,Jacareacanga,-6.2222,-57.7528,82.53,85,78,2.57,BR,2022-04-03 15:48:22
334,Gamboula,4.1178,15.1393,84.69,50,98,4.03,CF,2022-04-03 15:48:22
335,Alofi,-19.0595,-169.9187,69.69,94,74,2.3,NU,2022-04-03 15:48:23
336,Shingu,33.7333,135.9833,52.83,87,100,7.14,JP,2022-04-03 15:48:23
337,Lompoc,34.6391,-120.4579,58.57,89,100,5.75,US,2022-04-03 15:48:23
338,Luganville,-15.5333,167.1667,77.63,93,100,14.79,VU,2022-04-03 15:48:23
339,Barddhaman,23.25,87.85,79.36,82,0,17.05,IN,2022-04-03 15:48:24
340,Avera,33.194,-82.5271,68.38,38,0,13.11,US,2022-04-03 15:48:24
341,Houma,29.5958,-90.7195,73.0,68,0,7.0,US,2022-04-03 15:48:24
342,Hami,42.8,93.45,57.0,22,3,11.16,CN,2022-04-03 15:48:25
343,Kingsville,27.5159,-97.8561,77.09,73,75,10.36,US,2022-04-03 15:43:39
344,Itarema,-2.9248,-39.9167,82.92,77,61,11.77,BR,2022-04-03 15:48:25
345,Mikhaylovka,50.06,43.2379,51.78,73,87,5.41,RU,2022-04-03 15:48:25
346,Shache,38.4167,77.2406,64.76,15,90,8.25,CN,2022-04-03 15:48:26
347,Antofagasta,-23.65,-70.4,72.21,49,2,8.37,CL,2022-04-03 15:48:26
348,Touros,-5.1989,-35.4608,83.35,73,96,14.34,BR,2022-04-03 15:47:21
349,Norman Wells,65.282,-126.8329,-18.36,63,75,0.0,CA,2022-04-03 15:48:26
350,Belyy Yar,53.6039,91.3903,36.86,100,100,2.24,RU,2022-04-03 15:48:26
351,Muravlenko,63.7898,74.523,14.09,88,100,11.05,RU,2022-04-03 15:44:01
352,Basco,20.4487,121.9702,73.9,81,100,32.84,PH,2022-04-03 15:48:27
353,Saskylakh,71.9167,114.0833,-6.03,98,100,8.03,RU,2022-04-03 15:48:04
354,Talant,47.3369,5.0089,42.42,56,100,10.36,FR,2022-04-03 15:48:27
355,Asosa,10.0667,34.5333,81.73,25,64,3.56,ET,2022-04-03 15:48:27
356,Itaqui,-29.1253,-56.5531,67.5,97,100,3.51,BR,2022-04-03 15:47:34
357,Puerto Quijarro,-17.7833,-57.7667,92.17,44,7,6.64,BO,2022-04-03 15:48:28
358,Kaputa,-8.4689,29.6619,74.55,79,100,2.62,ZM,2022-04-03 15:48:28
359,Matara,5.9485,80.5353,78.67,82,6,3.15,LK,2022-04-03 15:48:28
360,Big Spring,32.2504,-101.4787,74.1,44,0,21.85,US,2022-04-03 15:44:37
361,Tadine,-21.55,167.8833,79.2,85,100,12.73,NC,2022-04-03 15:48:29
362,Mezen,65.8522,44.24,17.89,94,100,4.07,RU,2022-04-03 15:48:29
363,Cap Malheureux,-19.9842,57.6142,79.47,78,69,7.0,MU,2022-04-03 15:48:29
364,Alzamay,55.5562,98.6644,24.8,88,100,2.04,RU,2022-04-03 15:48:30
365,Veraval,20.9,70.3667,78.51,78,0,8.99,IN,2022-04-03 15:48:30
366,Lisakovsk,52.5369,62.4936,39.2,87,100,15.59,KZ,2022-04-03 15:48:30
367,Inhambane,-23.865,35.3833,82.38,74,20,11.99,MZ,2022-04-03 15:48:31
368,Kavieng,-2.5744,150.7967,80.24,82,94,5.84,PG,2022-04-03 15:48:31
369,Zgierz,51.8556,19.4062,39.38,43,0,14.0,PL,2022-04-03 15:46:55
370,Ortigueira,-24.2083,-50.9494,75.61,64,72,7.47,BR,2022-04-03 15:48:31
371,Balabac,7.9868,117.0645,80.65,78,84,6.17,PH,2022-04-03 15:48:31
372,Enterprise,36.0252,-115.2419,68.85,30,75,5.75,US,2022-04-03 15:48:32
373,Vanimo,-2.6741,141.3028,78.37,85,99,0.94,PG,2022-04-03 15:48:32
374,Dongargaon,20.9667,80.85,88.38,17,0,3.38,IN,2022-04-03 15:48:32
375,Najran,17.4924,44.1277,84.85,10,2,9.66,SA,2022-04-03 15:48:33
376,Shihezi,44.3,86.0333,59.59,35,0,4.83,CN,2022-04-03 15:48:33
377,Sierpc,52.8568,19.6691,41.45,39,98,9.06,PL,2022-04-03 15:48:33
378,Bubaque,11.2833,-15.8333,75.38,71,100,17.98,GW,2022-04-03 15:45:49
379,Manicore,-5.8092,-61.3003,74.19,94,100,0.94,BR,2022-04-03 15:48:34
380,Saint George,37.1041,-113.5841,62.44,35,75,3.44,US,2022-04-03 15:44:11
381,Sehore,23.2,77.0833,84.47,11,2,6.71,IN,2022-04-03 15:48:34
382,Zyryanovsk,49.7386,84.2719,27.73,98,97,1.03,KZ,2022-04-03 15:48:34
383,Porto Novo,6.4965,2.6036,89.42,64,76,12.37,BJ,2022-04-03 15:48:35
384,Innisfail,-17.5333,146.0333,75.11,90,86,3.78,AU,2022-04-03 15:48:36
385,Chicama,-7.8447,-79.1469,66.74,71,88,5.44,PE,2022-04-03 15:48:36
386,Garoua,9.3,13.4,105.57,10,96,6.69,CM,2022-04-03 15:48:36
387,Khorixas,-20.3667,14.9667,76.48,38,1,20.47,NA,2022-04-03 15:48:37
388,Hinatuan,8.3722,126.3342,76.14,92,72,4.41,PH,2022-04-03 15:48:37
389,Kungsbacka,57.4872,12.0761,44.33,70,95,13.0,SE,2022-04-03 15:48:37
390,Constitucion,-35.3333,-72.4167,61.63,42,2,15.84,CL,2022-04-03 15:48:37
391,Moose Factory,51.2585,-80.6094,26.6,54,100,11.5,CA,2022-04-03 15:48:38
392,Tura,25.5198,90.2201,72.12,89,6,7.23,IN,2022-04-03 15:48:38
393,Buritis,-15.6178,-46.4233,91.0,28,2,9.98,BR,2022-04-03 15:48:38
394,Naze,28.3667,129.4833,58.12,66,100,12.17,JP,2022-04-03 15:48:39
395,Parabel,58.6978,81.4825,14.99,93,94,5.86,RU,2022-04-03 15:48:39
396,Mulege,26.8833,-111.9833,72.12,31,2,2.1,MX,2022-04-03 15:48:39
397,Leshukonskoye,64.8989,45.7622,21.63,90,97,4.59,RU,2022-04-03 15:48:39
398,Tateyama,34.9833,139.8667,49.93,87,75,12.66,JP,2022-04-03 15:48:40
399,Kropotkin,45.4375,40.5756,56.3,66,52,10.45,RU,2022-04-03 15:48:40
400,Barhi,23.9,80.8,87.67,8,0,1.12,IN,2022-04-03 15:48:40
401,Cobourg,50.2667,10.9667,42.37,43,100,1.99,DE,2022-04-03 15:48:41
402,Tukan,53.8409,57.4552,43.54,82,100,9.8,RU,2022-04-03 15:48:41
403,Navahrudak,53.6,25.8333,32.83,51,75,8.19,BY,2022-04-03 15:48:41
404,Jimenez,28.3333,-105.4,72.86,13,79,1.83,MX,2022-04-03 15:48:41
405,Lethem,3.3803,-59.7968,82.92,64,100,10.87,GY,2022-04-03 15:48:42
406,Kalmunai,7.4167,81.8167,80.51,77,7,5.3,LK,2022-04-03 15:48:42
407,Port Hedland,-20.3167,118.5667,80.65,83,0,9.22,AU,2022-04-03 15:48:42
408,Bulalacao,12.3254,121.3435,79.25,79,21,18.3,PH,2022-04-03 15:48:43
409,Aksu,41.1231,80.2644,61.86,26,0,0.98,CN,2022-04-03 15:48:43
410,Doha,25.2867,51.5333,88.11,53,0,8.05,QA,2022-04-03 15:48:43
411,Horsham,51.064,-0.3272,50.29,46,20,11.5,GB,2022-04-03 15:48:44
412,Skibbereen,51.55,-9.2667,52.11,66,49,11.74,IE,2022-04-03 15:48:44
413,Jonkoping,57.7814,14.1562,44.31,42,20,13.8,SE,2022-04-03 15:47:12
414,Belaya Gora,68.5333,146.4167,-19.8,100,70,1.36,RU,2022-04-03 15:48:44
415,Bardiyah,31.7561,25.0865,68.59,49,49,9.08,LY,2022-04-03 15:48:45
416,Seybaplaya,19.65,-90.6667,84.83,56,25,5.95,MX,2022-04-03 15:48:45
417,Vila Velha,-20.3297,-40.2925,85.95,74,40,9.22,BR,2022-04-03 15:48:45
418,Santa Luzia,-19.7697,-43.8514,80.74,71,75,11.5,BR,2022-04-03 15:48:46
419,Ndele,8.4109,20.6473,91.27,31,96,3.74,CF,2022-04-03 15:48:46
420,Tigil,57.8,158.6667,11.39,97,96,4.99,RU,2022-04-03 15:48:46
421,Byron Bay,-28.65,153.6167,66.09,86,21,9.84,AU,2022-04-03 15:48:46
422,Rio Grande,-32.035,-52.0986,69.91,94,100,13.69,BR,2022-04-03 15:48:47
423,Barra Do Corda,-5.5,-45.25,83.53,79,37,7.4,BR,2022-04-03 15:48:47
424,Puerto Carreno,6.189,-67.4859,87.78,58,40,3.44,CO,2022-04-03 15:44:12
425,Erenhot,43.6475,111.9767,49.19,21,96,15.48,CN,2022-04-03 15:48:47
426,Cabinda,-5.55,12.2,82.38,77,97,4.41,AO,2022-04-03 15:48:48
427,Khartoum,15.5518,32.5324,104.02,14,10,7.85,SD,2022-04-03 15:48:48
428,Luderitz,-26.6481,15.1594,64.49,78,0,12.15,NA,2022-04-03 15:48:48
429,Oakham,52.6667,-0.7333,51.19,54,100,9.22,GB,2022-04-03 15:48:48
430,Arbagar,51.9438,116.2805,25.66,48,75,9.31,RU,2022-04-03 15:48:49
431,La Macarena,2.1837,-73.7849,82.99,66,96,4.61,CO,2022-04-03 15:48:49
432,Koslan,63.4564,48.8989,25.68,95,100,10.51,RU,2022-04-03 15:48:49
433,Gat,31.61,34.7642,70.79,33,63,7.38,IL,2022-04-03 15:48:50
434,Slave Lake,55.2834,-114.769,28.38,69,0,9.22,CA,2022-04-03 15:44:30
435,Aljezur,37.3191,-8.8033,61.9,29,100,11.95,PT,2022-04-03 15:48:50
436,Penzance,50.1186,-5.5371,47.08,58,59,8.14,GB,2022-04-03 15:48:50
437,Kiunga,-6.1219,141.2906,73.65,93,93,0.85,PG,2022-04-03 15:48:51
438,Lagoa,39.05,-27.9833,59.31,79,5,21.34,PT,2022-04-03 15:48:51
439,Rawson,-43.3002,-65.1023,58.82,37,100,21.83,AR,2022-04-03 15:48:51
440,Baoding,38.8511,115.4903,51.46,38,0,5.03,CN,2022-04-03 15:48:51
441,Maumere,-8.6199,122.2111,78.76,79,49,3.53,ID,2022-04-03 15:48:52
442,Kirakira,-10.4544,161.9205,80.19,85,94,7.83,SB,2022-04-03 15:48:52
443,Abnub,27.2696,31.1511,89.82,6,100,10.42,EG,2022-04-03 15:48:52
444,Kavaratti,10.5669,72.642,82.78,72,62,8.01,IN,2022-04-03 15:48:53
445,Kaka,37.3482,59.6143,75.43,16,10,4.41,TM,2022-04-03 15:39:27
446,Pisco,-13.7,-76.2167,69.85,73,0,9.22,PE,2022-04-03 15:36:07
447,Miandrivazo,-19.5167,45.4667,80.11,65,2,5.68,MG,2022-04-03 15:39:27
448,Kemijarvi,66.7131,27.4306,24.51,82,100,0.96,FI,2022-04-03 15:39:27
449,Cesinovo,41.8714,22.2892,50.68,58,94,3.96,MK,2022-04-03 15:39:28
450,Altay,47.8667,88.1167,37.08,59,77,7.2,CN,2022-04-03 15:39:28
451,Batticaloa,7.7102,81.6924,81.27,75,21,5.97,LK,2022-04-03 15:39:28
452,Klaksvik,62.2266,-6.589,47.32,98,100,19.46,FO,2022-04-03 15:39:29
453,Juneau,58.3019,-134.4197,37.22,95,100,36.82,US,2022-04-03 15:39:29
454,Camacha,33.0833,-16.3333,56.62,88,75,18.41,PT,2022-04-03 15:39:29
455,Formosa,-26.1775,-58.1781,80.58,74,100,12.66,AR,2022-04-03 15:39:30
456,Bafq,31.6128,55.4107,80.31,9,26,4.56,IR,2022-04-03 15:39:30
457,Fortuna,40.5982,-124.1573,47.93,92,100,4.61,US,2022-04-03 15:39:30
458,Chernyshevskiy,63.0128,112.4714,9.5,97,98,4.83,RU,2022-04-03 15:39:30
459,Homer,59.6425,-151.5483,34.81,85,100,3.44,US,2022-04-03 15:35:14
460,Mengcheng,33.2579,116.5655,48.07,66,52,7.76,CN,2022-04-03 15:39:31
461,Bangkalan,-7.0455,112.7351,76.95,83,35,2.1,ID,2022-04-03 15:39:31
462,Saint-Augustin,51.226,-58.6502,35.71,100,100,16.37,CA,2022-04-03 15:39:31
463,Soyo,-6.1349,12.3689,82.58,77,98,6.2,AO,2022-04-03 15:39:32
464,Comodoro Rivadavia,-45.8667,-67.5,58.86,29,0,19.57,AR,2022-04-03 15:39:32
465,Wajir,1.7471,40.0573,96.76,30,20,0.0,KE,2022-04-03 15:39:32
466,Puerto Leguizamo,-0.1934,-74.7819,75.24,90,100,1.32,CO,2022-04-03 15:37:22
467,Henties Bay,-22.116,14.2845,62.73,79,7,9.37,NA,2022-04-03 15:37:13
468,Weatherford,32.7593,-97.7972,73.96,54,0,3.0,US,2022-04-03 15:39:33
469,Vilhena,-12.7406,-60.1458,80.82,69,75,5.75,BR,2022-04-03 15:39:33
470,Orda,57.1951,56.9091,39.78,99,100,16.55,RU,2022-04-03 15:39:33
471,Hualmay,-11.0964,-77.6139,73.49,73,29,8.34,PE,2022-04-03 15:39:34
472,Savannah Bight,16.45,-85.85,79.86,77,2,17.43,HN,2022-04-03 15:39:34
473,Bayanday,53.0661,105.5139,20.93,93,100,2.86,RU,2022-04-03 15:39:34
474,Dawlatabad,36.4141,64.9053,68.83,27,2,7.74,AF,2022-04-03 15:39:34
475,Ambon,-3.6954,128.1814,78.94,83,40,8.05,ID,2022-04-03 15:39:35
476,Ust-Kut,56.7938,105.7672,7.12,98,58,3.18,RU,2022-04-03 15:39:35
477,Nadym,65.5333,72.5167,10.09,88,86,10.4,RU,2022-04-03 15:39:35
478,Sal Rei,16.1833,-22.9167,75.4,57,40,12.66,CV,2022-04-03 15:39:36
479,Aubenas,44.6201,4.3899,45.16,54,100,10.83,FR,2022-04-03 15:39:36
480,Gambela,8.25,34.5833,90.09,37,91,3.4,ET,2022-04-03 15:39:36
481,Dhidhdhoo,6.8833,73.1,83.7,69,20,2.66,MV,2022-04-03 15:37:37
482,Chunhuhub,19.55,-88.6833,89.78,44,97,4.81,MX,2022-04-03 15:39:36
483,Muros,42.7762,-9.0603,56.08,49,29,18.63,ES,2022-04-03 15:39:37
484,Agirish,61.9247,63.0231,26.02,96,100,14.36,RU,2022-04-03 15:39:37
485,Cabo Rojo,18.0866,-67.1457,88.09,66,0,8.99,PR,2022-04-03 15:39:37
486,Meridian,43.6121,-116.3915,51.33,43,0,11.5,US,2022-04-03 15:35:51
487,Russell,32.3502,-85.1999,69.96,44,0,8.05,US,2022-04-03 15:39:38
488,Mongagua,-24.0931,-46.6208,82.65,75,33,7.27,BR,2022-04-03 15:39:38
489,Opuwo,-18.0607,13.84,73.8,64,79,7.85,NA,2022-04-03 15:39:38
490,Kampene,-3.6,26.6667,72.73,96,85,0.6,CD,2022-04-03 15:39:38
491,Usogorsk,63.4106,48.6872,25.83,95,100,10.45,RU,2022-04-03 15:39:39
492,Barcelos,41.5388,-8.6151,61.68,39,69,0.78,PT,2022-04-03 15:39:05
493,Songea,-10.6833,35.65,67.6,87,45,2.64,TZ,2022-04-03 15:35:25
494,Srednekolymsk,67.45,153.6833,-19.19,100,73,1.7,RU,2022-04-03 15:39:39
495,Nioro,13.35,-15.75,97.47,16,98,8.28,GM,2022-04-03 15:39:39
496,Preobrazheniye,42.9019,133.9064,37.27,82,0,8.12,RU,2022-04-03 15:39:40
497,Neutraubling,48.9833,12.2,39.31,54,99,1.99,DE,2022-04-03 15:39:40
498,Ndjole,-0.1783,10.7649,89.67,58,79,4.18,GA,2022-04-03 15:39:40
499,Meiganga,6.5167,14.3,93.33,20,79,7.34,CM,2022-04-03 15:39:41
500,Hayvoron,48.3396,29.8679,40.77,72,100,12.71,UA,2022-04-03 15:39:41
501,Qui Nhon,13.7667,109.2333,71.4,86,100,19.42,VN,2022-04-03 15:39:41
502,Bismarck,46.8083,-100.7837,31.86,92,100,11.5,US,2022-04-03 15:37:22
503,Youghal,51.95,-7.8506,53.1,64,60,11.36,IE,2022-04-03 15:39:42
504,Namatanai,-3.6667,152.4333,79.07,83,100,2.71,PG,2022-04-03 15:39:42
505,Choya,52.0108,86.5467,38.7,96,100,3.53,RU,2022-04-03 15:39:42
506,Vila,42.0304,-8.1588,49.08,38,57,11.92,PT,2022-04-03 15:39:42
507,Aksha,50.2814,113.2867,31.77,50,96,11.54,RU,2022-04-03 15:39:43
508,Kingsport,36.5484,-82.5618,56.25,41,20,16.11,US,2022-04-03 15:39:43
509,Bogovarovo,58.9785,47.0246,28.85,94,99,8.01,RU,2022-04-03 15:39:44
510,Tulle,45.3333,1.8333,37.54,57,100,7.52,FR,2022-04-03 15:39:44
511,Alkhan-Churt,43.35,44.78,69.26,53,85,5.12,RU,2022-04-03 15:39:44
512,Concarneau,47.875,-3.9225,52.83,49,93,5.01,FR,2022-04-03 15:39:44
513,Flinders,-34.5833,150.8552,62.38,73,60,4.0,AU,2022-04-03 15:39:46
514,Rosarito,32.3333,-117.0333,60.1,77,100,3.51,MX,2022-04-03 15:39:46
515,Huanren,41.2647,125.3667,39.97,75,23,5.28,CN,2022-04-03 15:39:46
516,Calama,-22.4667,-68.9333,70.29,12,0,8.05,CL,2022-04-03 15:39:47
517,Matagami,49.7502,-77.6328,37.51,75,100,5.75,CA,2022-04-03 15:39:47
518,Arlit,18.7369,7.3853,106.38,3,3,1.88,NE,2022-04-03 15:36:36
519,Yinchuan,38.4681,106.2731,54.73,12,92,2.8,CN,2022-04-03 15:39:47
520,Halifax,44.6453,-63.5724,46.69,49,43,3.44,CA,2022-04-03 15:39:47
521,Kyra,49.5776,111.9753,30.42,69,86,3.0,RU,2022-04-03 15:39:48
522,Kenora,49.8167,-94.4337,29.37,80,100,0.0,CA,2022-04-03 15:39:48
523,Tukrah,32.5341,20.5791,65.52,63,1,24.05,LY,2022-04-03 15:39:48
524,Jejuri,18.2833,74.1667,84.02,40,94,11.74,IN,2022-04-03 15:39:49
525,Awjilah,29.1081,21.2869,90.75,9,0,11.12,LY,2022-04-03 15:39:49
526,Bure,10.7,37.0667,74.71,30,86,3.42,ET,2022-04-03 15:39:49
527,Shilong,23.1123,113.8425,68.0,50,0,3.38,CN,2022-04-03 15:39:50
528,Barbalha,-7.3111,-39.3042,85.8,62,20,9.22,BR,2022-04-03 15:34:53
529,Lobez,53.6392,15.6213,45.68,44,97,8.99,PL,2022-04-03 15:39:50
530,Iquitos,-3.7481,-73.2472,75.24,83,75,6.91,PE,2022-04-03 15:38:22
531,Pangai,-19.8,-174.35,81.1,75,10,10.07,TO,2022-04-03 15:39:50
532,Jishu,44.3167,126.8,49.71,35,0,19.39,CN,2022-04-03 15:39:51
533,Brae,60.3964,-1.353,42.22,95,100,20.4,GB,2022-04-03 15:39:51
534,Tilichiki,60.4667,166.1,7.61,91,100,6.82,RU,2022-04-03 15:39:51
535,Gorontalo,0.5412,123.0595,76.19,96,99,3.65,ID,2022-04-03 15:39:52
536,Cascais,38.6979,-9.4215,66.51,26,20,13.8,PT,2022-04-03 15:39:52
537,Ruidoso,33.3317,-105.673,66.06,18,0,3.44,US,2022-04-03 15:39:52
538,Rayong,12.8333,101.4333,76.78,73,100,8.21,TH,2022-04-03 15:39:52
539,Lukovetskiy,64.2956,41.9211,21.7,92,98,3.0,RU,2022-04-03 15:39:53
540,Callaway,30.153,-85.5699,73.9,48,0,11.99,US,2022-04-03 15:39:53
541,Marsh Harbour,26.5412,-77.0636,77.34,74,47,13.56,BS,2022-04-03 15:39:53
542,Alexandria,31.2156,29.9553,79.34,41,67,9.22,EG,2022-04-03 15:36:02
543,Ammon,43.4696,-111.9666,40.95,58,0,5.75,US,2022-04-03 15:39:54
544,Corozal,9.3151,-75.2928,87.19,59,83,6.02,CO,2022-04-03 15:37:57
545,Carballo,43.213,-8.691,56.55,66,23,13.49,ES,2022-04-03 15:39:54
546,Daru,-9.0763,143.2092,79.03,81,81,7.78,PG,2022-04-03 15:39:54
547,Sao Filipe,14.8961,-24.4956,71.31,75,31,11.5,CV,2022-04-03 15:39:55
548,Kisangani,0.5167,25.2,81.18,69,93,2.42,CD,2022-04-03 15:39:55
549,Baarle-Hertog,51.4041,4.8916,47.97,60,100,10.0,BE,2022-04-03 15:39:55
550,Darhan,49.4867,105.9228,33.82,61,49,4.63,MN,2022-04-03 15:39:55
551,Qandala,11.472,49.8728,82.76,58,37,2.13,SO,2022-04-03 15:39:56
552,Alcala De Henares,40.4821,-3.36,54.28,31,20,16.11,ES,2022-04-03 15:37:19
553,Bacolod,10.6667,122.95,78.22,85,60,10.29,PH,2022-04-03 15:39:25
554,Lingao,19.9103,109.6859,65.46,69,79,11.7,CN,2022-04-03 15:39:56
555,Port Lincoln,-34.7333,135.8667,60.48,81,27,4.47,AU,2022-04-03 15:36:52
556,Bud,39.447,-86.1758,51.48,78,2,8.77,US,2022-04-03 15:39:57
557,Athabasca,54.7169,-113.2854,28.81,70,21,9.44,CA,2022-04-03 15:39:57
558,Vostok,46.4856,135.8833,28.9,82,0,7.07,RU,2022-04-03 15:39:57
559,Saint-Joseph,-21.3667,55.6167,73.78,86,96,13.04,RE,2022-04-03 15:39:58
560,Belmonte,-15.8631,-38.8828,84.07,63,9,7.49,BR,2022-04-03 15:39:58
561,Ayan,56.45,138.1667,25.93,96,100,15.39,RU,2022-04-03 15:39:58
562,Takoradi,4.8845,-1.7554,87.37,67,94,15.66,GH,2022-04-03 15:39:58
563,Talaya,61.3833,152.75,-8.57,99,95,2.19,RU,2022-04-03 15:39:59
